RTO_code
6639
41558
41283
45002
70220
45153
41056
0182
90931
45498
32141
45332
91664
41274
40948
41375
40895
40513
70235
7052
30850
41236
31491
30798
51174
31543
30839
22604
45275
52431
40935
45462
51428
40689
90821
31589
3399
41278
45210
32535
50242
31500
6829
91020
40142
51902
90473
45111
45328
30928
91521
40678
110032
52592
45065
91469
45593
91070
32488
90806
21282
32448
40358
30657
45013
32278
90511
21399
45119
91496
91215
40603
90879
40908
32213
52312
4603
31492
45311
88203
21318
40101
91498
51806
90811
45555
45496
90535
21639
31102
31549
91443
2382
41193
45453
90032
91482
41237
31414
41566
40393
90659
22404
4112
90910
45068
40905
45598
88091
40954
45370
41396
51960
91041
91333
40507
40860
90168
51452
4141
22205
91622
32452
21159
6037
4863
45434
40312
40336
40852
0022
40315
91701
90991
91330
31652
51804
91534
40829
41332
31149
45197
31359
51822
45395
40783
45256
41433
45299
22270
45381
52413
2912
91140
6738
41072
31660
45200
6580
52796
31304
21611
1834
91006
31221
41156
52359
1782
31819
31076
45604
5139
32212
45520
52904
52024
40601
45396
5168
31633
41535
41257
45580
32526
45473
41336
5800
70056
30207
0362
3732
50387
30208
91826
3730
30209
91630
91500
70245
91463
52633
30211
21934
40553
91637
31203
5579
90909
60083
91298
31773
1007
91523
41071
45195
45289
45145
30122
45282
90525
22575
41511
40581
41594
30213
4755
2010
31527
0609
41123
40721
41312
7114
1858
6934
32129
0590
31532
40815
30831
2278
32369
22073
45063
45168
22218
40534
88072
90939
88177
6389
41046
40888
40688
45041
32055
40814
52602
41572
91299
21914
45439
45394
41575
21239
91606
3586
45217
90294
5273
3558
40744
91255
22340
41377
32261
41047
3562
41548
52051
31117
3139
30878
41277
6138
45554
40056
52280
90157
40322
5596
2353
88096
32108
20749
0137
22234
41096
6139
45419
6153
45482
88188
52820
51907
32555
70237
30219
91574
41195
45288
31718
40477
32022
22559
90494
90413
90755
70212
52765
40870
4987
41468
31544
91077
45112
41164
30220
1918
91239
45224
91774
40879
45072
45123
2857
90921
52089
90966
32237
45585
91544
21802
52578
90496
40379
31352
7085
41370
52361
41163
41507
41587
31731
3569
91269
45251
30683
51656
88178
40857
121666
31440
31464
31077
41144
21872
41012
31228
40554
41422
40892
45169
41429
45199
31246
31497
32234
50735
21784
91225
31223
45240
90094
45457
41146
90982
41512
91354
110069
41174
45450
21595
45346
31716
40328
41044
45286
45010
41540
91646
3596
41041
91629
21659
45578
90908
90432
41593
45487
90271
31642
22424
3578
31179
88151
22004
40898
45405
5404
22094
40396
45577
45331
40493
45067
91402
